-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,-1,14,14,-1,-1,-1,-1,-1,2
-1,-1,15,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,2
-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,2
-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,2
-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,2
-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,2
-1,8,1,1,1,-1,-1,1,1,12,1,1,-1,-1,-1,-1,2,-1,8,2
-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,8,2
-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,2
-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,9,9,-1,2,-1,8,2
-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,8,2
-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2
-1,-1,-1,-1,-1,-1,8,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,8,2
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,8,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2
-1,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2
1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2
2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2
