-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,-1,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,8,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,2,12,8,12,2,2,1,5,5,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,4,4,2,-1,1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,8,-1,-1,-1,1,2,-1,-1,-1
-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,5,5,5,5,5
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,8,4,4,4,4,4
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,4,4,4,4,4
-1,-1,-1,-1,-1,-1,8,-1,8,-1,-1,14,-1,-1,8,4,4,4,4,4
1,1,1,1,5,5,1,1,1,5,5,1,1,1,1,4,4,4,4,4
2,2,2,2,4,4,2,2,2,4,4,2,2,2,2,4,4,4,4,4
