42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1
42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1
42,48,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1
42,42,42,-1,-1,42,42,-1,42,42,42,42,-1,-1,42,42,42,42,42,-1
52,52,52,52,52,52,52,52,52,52,52,52,58,58,52,52,-1,53,-1,-1
6,6,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1
6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1
6,60,60,-1,-1,-1,-1,42,42,42,42,42,-1,-1,-1,6,-1,53,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,42,-1,53,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,57,53,-1,-1
6,56,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,6,6,6,53,-1,-1
45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,6,53,-1,-1
42,42,-1,42,42,-1,42,-1,-1,42,42,-1,-1,42,42,-1,6,53,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,53,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,53,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,53,-1,-1
-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,45,59,-1,3
42,42,42,42,42,42,42,-1,-1,42,-1,-1,42,42,42,42,42,42,42,42
42,42,42,42,42,42,42,-1,-1,42,-1,-1,42,42,42,42,42,42,42,42
